Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP.1,PTS.1,TRB.1,AST.1,Year
1.0,1.0,MIL,Glenn Robinson,Purdue,11,688,25346,14234,4189,1879,.459,.340,.820,36.8,20.7,6.1,2.7,1994
2.0,2.0,DAL,Jason Kidd,California,19,1391,50111,17529,8725,12091,.400,.349,.785,36.0,12.6,6.3,8.7,1994
3.0,3.0,DET,Grant Hill,Duke,18,1026,34776,17137,6169,4252,.483,.314,.769,33.9,16.7,6.0,4.1,1994
4.0,4.0,MIN,Donyell Marshall,UConn,15,957,25027,10716,6376,1305,.435,.350,.731,26.2,11.2,6.7,1.4,1994
5.0,5.0,WSB,Juwan Howard,Michigan,19,1208,36654,16159,7428,2663,.469,.120,.764,30.3,13.4,6.1,2.2,1994
6.0,6.0,PHI,Sharone Wright,Clemson,4,203,4531,1974,1023,118,.456,.083,.618,22.3,9.7,5.0,0.6,1994
7.0,7.0,LAC,Lamond Murray,California,11,736,18477,8286,3033,978,.430,.360,.759,25.1,11.3,4.1,1.3,1994
8.0,8.0,SAC,Brian Grant,Xavier,12,756,21417,7933,5622,923,.490,.214,.746,28.3,10.5,7.4,1.2,1994
9.0,9.0,BOS,Eric Montross,UNC,8,465,8479,2071,2159,207,.490,.000,.478,18.2,4.5,4.6,0.4,1994
10.0,10.0,LAL,Eddie Jones,Temple,14,954,32778,14155,3857,2812,.437,.373,.809,34.4,14.8,4.0,2.9,1994
11.0,11.0,SEA,Carlos Rogers,Tennessee State,8,298,5654,2196,1272,182,.536,.258,.562,19.0,7.4,4.3,0.6,1994
12.0,12.0,MIA,Khalid Reeves,Arizona,6,277,5837,2167,580,886,.416,.363,.744,21.1,7.8,2.1,3.2,1994
13.0,13.0,DEN,Jalen Rose,Michigan,13,923,27925,13220,3193,3527,.443,.355,.801,30.3,14.3,3.5,3.8,1994
14.0,14.0,NJN,Yinka Dare,George Washington,4,110,1002,233,281,4,.396,,.570,9.1,2.1,2.6,0.0,1994
15.0,15.0,IND,Eric Piatkowski,Nebraska,14,789,14613,5919,1716,778,.434,.399,.839,18.5,7.5,2.2,1.0,1994
16.0,16.0,GSW,Clifford Rozier,Louisville,4,173,2984,827,897,98,.496,.182,.465,17.2,4.8,5.2,0.6,1994
17.0,17.0,POR,Aaron McKie,Temple,13,793,19156,5871,2587,2126,.438,.350,.779,24.2,7.4,3.3,2.7,1994
18.0,18.0,MIL,Eric Mobley,Pitt,3,113,1570,440,351,57,.541,.750,.475,13.9,3.9,3.1,0.5,1994
19.0,19.0,DAL,Tony Dumas,Missouri-Kansas City,4,156,2222,1140,198,186,.404,.327,.608,14.2,7.3,1.3,1.2,1994
20.0,20.0,PHI,B.J. Tyler,Texas,1,55,809,195,62,174,.381,.314,.700,14.7,3.5,1.1,3.2,1994
21.0,21.0,CHI,Dickey Simpkins,Providence,7,327,5201,1388,1187,305,.440,.222,.618,15.9,4.2,3.6,0.9,1994
22.0,22.0,SAS,Bill Curley,Boston College,5,147,1614,394,290,60,.444,.222,.743,11.0,2.7,2.0,0.4,1994
23.0,23.0,PHO,Wesley Person,Auburn,11,733,20727,8192,2402,1234,.457,.418,.778,28.3,11.2,3.3,1.7,1994
24.0,24.0,NYK,Monty Williams,Notre Dame,9,456,7624,2884,1296,544,.481,.111,.665,16.7,6.3,2.8,1.2,1994
25.0,25.0,LAC,Greg Minor,Louisville,5,277,5144,1902,741,384,.478,.226,.767,18.6,6.9,2.7,1.4,1994
26.0,26.0,NYK,Charlie Ward,Florida State,11,630,14080,3947,1648,2539,.408,.364,.771,22.3,6.3,2.6,4.0,1994
27.0,27.0,ORL,Brooks Thompson,Oklahoma State,4,168,1714,760,158,281,.409,.376,.647,10.2,4.5,0.9,1.7,1994
28.0,28.0,DAL,Deon Thomas,Illinois,,,,,,,,,,,,,,1994
29.0,29.0,PHO,Antonio Lang,Duke,6,143,1395,329,210,50,.455,.000,.719,9.8,2.3,1.5,0.3,1994
30.0,30.0,MIN,Howard Eisley,Boston College,12,786,16013,5116,1324,2748,.407,.350,.827,20.4,6.5,1.7,3.5,1994
1.0,1.0,GSW,Joe Smith,Maryland,16,1030,27022,11208,6575,1010,.455,.238,.790,26.2,10.9,6.4,1.0,1995
2.0,2.0,LAC,Antonio McDyess,Alabama,15,1015,28053,12227,7638,1300,.497,.117,.670,27.6,12.0,7.5,1.3,1995
3.0,3.0,PHI,Jerry Stackhouse,UNC,18,970,30222,16409,3067,3240,.409,.309,.822,31.2,16.9,3.2,3.3,1995
4.0,4.0,WSB,Rasheed Wallace,UNC,16,1109,36243,16006,7404,1994,.467,.336,.721,32.7,14.4,6.7,1.8,1995
5.0,5.0,MIN,Kevin Garnett,,21,1462,50418,26071,14662,5445,.497,.275,.789,34.5,17.8,10.0,3.7,1995
6.0,6.0,VAN,Bryant Reeves,Oklahoma State,6,395,12071,4945,2745,623,.475,.074,.703,30.6,12.5,6.9,1.6,1995
7.0,7.0,TOR,Damon Stoudamire,Arizona,13,878,29106,11763,3039,5371,.406,.357,.833,33.2,13.4,3.5,6.1,1995
8.0,8.0,POR,Shawn Respert,Michigan State,4,172,2350,851,226,177,.414,.340,.816,13.7,4.9,1.3,1.0,1995
9.0,9.0,NJN,Ed O'Bannon,UCLA,2,128,2062,634,316,102,.367,.222,.755,16.1,5.0,2.5,0.8,1995
10.0,10.0,MIA,Kurt Thomas,TCU,18,1110,27160,8973,7328,1204,.486,.281,.760,24.5,8.1,6.6,1.1,1995
11.0,11.0,MIL,Gary Trent,Ohio University,9,506,9866,4366,2276,504,.501,.080,.643,19.5,8.6,4.5,1.0,1995
12.0,12.0,DAL,Cherokee Parks,Duke,9,472,7459,2056,1703,265,.470,.211,.630,15.8,4.4,3.6,0.6,1995
13.0,13.0,SAC,Corliss Williamson,Arkansas,12,822,18749,9147,3183,972,.490,.136,.714,22.8,11.1,3.9,1.2,1995
14.0,14.0,BOS,Eric Williams,Providence,12,658,15731,5642,2139,936,.415,.318,.736,23.9,8.6,3.3,1.4,1995
15.0,15.0,DEN,Brent Barry,Oregon State,14,912,23643,8488,2780,2892,.460,.405,.823,25.9,9.3,3.0,3.2,1995
16.0,16.0,ATL,Alan Henderson,Indiana,12,652,13780,5094,3249,397,.469,.192,.639,21.1,7.8,5.0,0.6,1995
17.0,17.0,CLE,Bob Sura,Florida State,10,657,15597,5654,2240,2474,.414,.325,.689,23.7,8.6,3.4,3.8,1995
18.0,18.0,DET,Theo Ratliff,Wyoming,16,810,20500,5809,4596,465,.496,.000,.710,25.3,7.2,5.7,0.6,1995
19.0,19.0,DET,Randolph Childress,Wake Forest,2,51,405,124,25,49,.328,.273,.800,7.9,2.4,0.5,1.0,1995
20.0,20.0,CHI,Jason Caffey,Alabama,8,462,9045,3368,2022,420,.481,.000,.637,19.6,7.3,4.4,0.9,1995
21.0,21.0,PHO,Michael Finley,Wisconsin,15,1103,37996,17306,4804,3245,.444,.375,.811,34.4,15.7,4.4,2.9,1995
22.0,22.0,CHH,George Zídek,UCLA,3,135,1328,453,286,32,.408,.250,.783,9.8,3.4,2.1,0.2,1995
23.0,23.0,IND,Travis Best,Georgia Tech,10,708,15150,5376,1249,2444,.431,.345,.835,21.4,7.6,1.8,3.5,1995
24.0,24.0,DAL,Loren Meyer,Iowa State,3,140,2044,645,480,77,.432,.348,.696,14.6,4.6,3.4,0.6,1995
25.0,25.0,ORL,David Vaughn,Memphis,4,118,1156,341,361,36,.423,.000,.638,9.8,2.9,3.1,0.3,1995
26.0,26.0,SEA,Sherell Ford,University of Illinois at Chicago,1,28,139,90,24,5,.375,.160,.765,5.0,3.2,0.9,0.2,1995
27.0,27.0,PHO,Mario Bennett,Arizona State,4,68,606,269,182,24,.534,.333,.511,8.9,4.0,2.7,0.4,1995
28.0,28.0,UTA,Greg Ostertag,Kansas,11,756,14753,3512,4145,443,.486,.100,.569,19.5,4.6,5.5,0.6,1995
29.0,29.0,SAS,Cory Alexander,Virginia,7,307,4847,1677,481,834,.389,.354,.756,15.8,5.5,1.6,2.7,1995
30.0,30.0,DET,Lou Roe,UMass,2,66,479,130,92,21,.333,.250,.647,7.3,2.0,1.4,0.3,1995
1.0,1.0,PHI,Allen Iverson,Georgetown,14,914,37584,24368,3394,5624,.425,.313,.780,41.1,26.7,3.7,6.2,1996
2.0,2.0,TOR,Marcus Camby,UMass,17,973,28684,9262,9513,1837,.466,.205,.670,29.5,9.5,9.8,1.9,1996
3.0,3.0,VAN,Shareef Abdur-Rahim,California,12,830,28882,15028,6239,2109,.472,.297,.810,34.8,18.1,7.5,2.5,1996
4.0,4.0,MIL,Stephon Marbury,Georgia Tech,13,846,31891,16297,2516,6471,.433,.325,.784,37.7,19.3,3.0,7.6,1996
5.0,5.0,MIN,Ray Allen,UConn,18,1300,46344,24505,5272,4361,.452,.400,.894,35.6,18.9,4.1,3.4,1996
6.0,6.0,BOS,Antoine Walker,Kentucky,12,893,31531,15647,6891,3170,.414,.325,.633,35.3,17.5,7.7,3.5,1996
7.0,7.0,LAC,Lorenzen Wright,Memphis,13,778,18535,6191,4943,622,.459,.069,.645,23.8,8.0,6.4,0.8,1996
8.0,8.0,NJN,Kerry Kittles,Villanova,8,507,16929,7165,1983,1295,.439,.378,.780,33.4,14.1,3.9,2.6,1996
9.0,9.0,DAL,Samaki Walker,Louisville,10,445,7612,2376,2089,252,.462,.111,.630,17.1,5.3,4.7,0.6,1996
10.0,10.0,IND,Erick Dampier,Mississippi State,16,987,24003,7309,7005,817,.498,.125,.626,24.3,7.4,7.1,0.8,1996
11.0,11.0,GSW,Todd Fuller,NC State,5,225,2500,835,674,46,.422,.000,.668,11.1,3.7,3.0,0.2,1996
12.0,12.0,CLE,Vitaly Potapenko,Wright State University,11,610,11608,3995,2725,418,.479,.167,.694,19.0,6.5,4.5,0.7,1996
13.0,13.0,CHH,Kobe Bryant,,20,1346,48637,33643,7047,6306,.447,.329,.837,36.1,25.0,5.2,4.7,1996
14.0,14.0,SAC,Peja Stojaković,,13,804,26966,13647,3782,1408,.450,.401,.895,33.5,17.0,4.7,1.8,1996
15.0,15.0,PHO,Steve Nash,Santa Clara,18,1217,38069,17387,3642,10335,.490,.428,.904,31.3,14.3,3.0,8.5,1996
16.0,16.0,CHH,Tony Delk,Kentucky,10,545,11702,4957,1351,1024,.408,.343,.769,21.5,9.1,2.5,1.9,1996
17.0,17.0,POR,Jermaine O'Neal,,18,1011,27364,13309,7261,1369,.467,.147,.715,27.1,13.2,7.2,1.4,1996
18.0,18.0,NYK,John Wallace,Syracuse,7,381,6143,2901,1061,281,.462,.300,.740,16.1,7.6,2.8,0.7,1996
19.0,19.0,NYK,Walter McCarty,Kentucky,10,593,10374,3056,1554,670,.392,.346,.698,17.5,5.2,2.6,1.1,1996
20.0,20.0,CLE,Zydrunas Ilgauskas,,13,843,22965,10976,6191,955,.476,.310,.780,27.2,13.0,7.3,1.1,1996
21.0,21.0,NYK,Dontae' Jones,Mississippi State,1,15,91,44,9,5,.333,.261,,6.1,2.9,0.6,0.3,1996
22.0,22.0,VAN,Roy Rogers,Alabama,3,137,2309,652,483,57,.483,.500,.532,16.9,4.8,3.5,0.4,1996
23.0,23.0,DEN,Efthimios Rentzias,,1,35,144,52,26,7,.339,.500,.889,4.1,1.5,0.7,0.2,1996
24.0,24.0,LAL,Derek Fisher,Little Rock,18,1287,32719,10713,2658,3804,.399,.374,.817,25.4,8.3,2.1,3.0,1996
25.0,25.0,UTA,Martin Müürsepp,,2,83,951,389,181,50,.425,.323,.693,11.5,4.7,2.2,0.6,1996
26.0,26.0,DET,Jerome Williams,Georgetown,9,587,12755,3865,3743,474,.502,.038,.645,21.7,6.6,6.4,0.8,1996
27.0,27.0,ORL,Brian Evans,Indiana,3,102,1097,375,164,77,.381,.343,.820,10.8,3.7,1.6,0.8,1996
28.0,28.0,ATL,Priest Lauderdale,Central State University,2,74,525,255,143,33,.472,.000,.554,7.1,3.4,1.9,0.4,1996
29.0,29.0,CHI,Travis Knight,UConn,7,371,4566,1276,1160,224,.438,.259,.696,12.3,3.4,3.1,0.6,1996
30.0,30.0,HOU,Othella Harrington,Georgetown,12,709,13924,5212,3130,443,.505,.000,.738,19.6,7.4,4.4,0.6,1996
1.0,1.0,SAS,Tim Duncan,Wake Forest,19,1392,47368,26496,15091,4225,.506,.179,.696,34.0,19.0,10.8,3.0,1997
2.0,2.0,PHI,Keith Van Horn,Utah,9,575,18150,9206,3909,900,.443,.361,.835,31.6,16.0,6.8,1.6,1997
3.0,3.0,BOS,Chauncey Billups,Colorado,17,1043,33008,15802,2992,5636,.415,.387,.894,31.6,15.2,2.9,5.4,1997
4.0,4.0,VAN,Antonio Daniels,Bowling Green,13,872,19671,6623,1613,2934,.444,.311,.793,22.6,7.6,1.8,3.4,1997
5.0,5.0,DEN,Tony Battie,Texas Tech,14,837,17649,5082,4287,522,.488,.162,.690,21.1,6.1,5.1,0.6,1997
6.0,6.0,BOS,Ron Mercer,Kentucky,8,432,13418,5892,1342,921,.429,.250,.808,31.1,13.6,3.1,2.1,1997
7.0,7.0,NJN,Tim Thomas,Villanova,13,824,21336,9454,3379,1272,.437,.369,.758,25.9,11.5,4.1,1.5,1997
8.0,8.0,GSW,Adonal Foyle,Colgate,12,733,13060,2989,3461,344,.477,.000,.499,17.8,4.1,4.7,0.5,1997
9.0,9.0,TOR,Tracy McGrady,,15,938,30658,18381,5276,4161,.435,.338,.746,32.7,19.6,5.6,4.4,1997
10.0,10.0,MIL,Danny Fortson,Cincinnati,10,440,8832,3615,3184,301,.472,.167,.785,20.1,8.2,7.2,0.7,1997
11.0,11.0,SAC,Tariq Abdul-Wahad,San Jose State,6,236,4807,1830,776,266,.417,.237,.703,20.4,7.8,3.3,1.1,1997
12.0,12.0,IND,Austin Croshere,Providence,12,659,11480,4475,2649,627,.407,.340,.861,17.4,6.8,4.0,1.0,1997
13.0,13.0,CLE,Derek Anderson,Kentucky,11,615,17975,7357,1988,2083,.408,.341,.853,29.2,12.0,3.2,3.4,1997
14.0,14.0,LAC,Maurice Taylor,Michigan,9,534,13324,5889,2452,623,.466,.152,.711,25.0,11.0,4.6,1.2,1997
15.0,15.0,DAL,Kelvin Cato,Iowa State,10,541,10617,2960,2874,244,.507,.077,.644,19.6,5.5,5.3,0.5,1997
16.0,16.0,CLE,Brevin Knight,Stanford,12,729,18176,5342,1785,4481,.412,.134,.789,24.9,7.3,2.4,6.1,1997
17.0,17.0,ORL,Johnny Taylor,Chattanooga,3,54,866,256,120,26,.402,.394,.718,16.0,4.7,2.2,0.5,1997
18.0,18.0,POR,Chris Anstey,,3,155,2157,813,534,127,.413,.138,.755,13.9,5.2,3.4,0.8,1997
19.0,19.0,DET,Scot Pollard,Kansas,11,506,8372,2222,2351,220,.494,.000,.709,16.5,4.4,4.6,0.4,1997
20.0,20.0,MIN,Paul Grant,Wisconsin,2,16,111,29,18,3,.448,,.375,6.9,1.8,1.1,0.2,1997
21.0,21.0,NJN,Anthony Parker,Bradley,9,494,13752,4478,1574,1129,.444,.404,.794,27.8,9.1,3.2,2.3,1997
22.0,22.0,ATL,Ed Gray,California,2,60,809,373,73,46,.339,.341,.814,13.5,6.2,1.2,0.8,1997
23.0,23.0,SEA,Bobby Jackson,Minnesota,12,755,16790,7344,2347,1945,.417,.354,.793,22.2,9.7,3.1,2.6,1997
24.0,24.0,HOU,Rodrick Rhodes,USC,3,72,1234,380,88,121,.347,.200,.620,17.1,5.3,1.2,1.7,1997
25.0,25.0,NYK,John Thomas,Minnesota,5,208,2253,560,432,60,.502,.000,.591,10.8,2.7,2.1,0.3,1997
26.0,26.0,MIA,Charles Smith,New Mexico,5,142,1973,729,200,124,.409,.288,.606,13.9,5.1,1.4,0.9,1997
27.0,27.0,UTA,Jacque Vaughn,Kansas,12,776,12658,3463,1028,1919,.429,.352,.779,16.3,4.5,1.3,2.5,1997
28.0,28.0,CHI,Keith Booth,Maryland,2,45,449,130,97,39,.325,.091,.563,10.0,2.9,2.2,0.9,1997
30.0,30.0,HOU,Serge Zwikker,UNC,,,,,,,,,,,,,,1997
1.0,1.0,LAC,Michael Olowokandi,University of the Pacific,9,500,13129,4135,3414,327,.435,,.597,26.3,8.3,6.8,0.7,1998
2.0,2.0,VAN,Mike Bibby,Arizona,14,1001,33962,14698,3103,5517,.436,.379,.802,33.9,14.7,3.1,5.5,1998
3.0,3.0,DEN,Raef LaFrentz,Kansas,10,563,14545,5690,3423,606,.466,.363,.711,25.8,10.1,6.1,1.1,1998
4.0,4.0,TOR,Antawn Jamison,UNC,16,1083,37638,20042,8157,1761,.451,.346,.724,34.8,18.5,7.5,1.6,1998
5.0,5.0,GSW,Vince Carter,UNC,22,1541,46367,25728,6606,4714,.435,.371,.798,30.1,16.7,4.3,3.1,1998
6.0,6.0,DAL,Robert Traylor,Michigan,7,438,6243,2085,1640,312,.474,.167,.577,14.3,4.8,3.7,0.7,1998
7.0,7.0,SAC,Jason Williams,Florida,12,788,23188,8266,1810,4611,.398,.327,.813,29.4,10.5,2.3,5.9,1998
8.0,8.0,PHI,Larry Hughes,Saint Louis,13,727,22368,10242,3039,2290,.406,.309,.757,30.8,14.1,4.2,3.1,1998
9.0,9.0,MIL,Dirk Nowitzki,,21,1522,51368,31560,11489,3651,.471,.380,.879,33.8,20.7,7.5,2.4,1998
10.0,10.0,BOS,Paul Pierce,Kansas,19,1343,45880,26397,7527,4708,.445,.368,.806,34.2,19.7,5.6,3.5,1998
11.0,11.0,DET,Bonzi Wells,Ball State University,10,591,15133,7147,2737,1249,.460,.327,.697,25.6,12.1,4.6,2.1,1998
12.0,12.0,ORL,Michael Doleac,Utah,10,587,8789,2882,1955,343,.439,.125,.791,15.0,4.9,3.3,0.6,1998
13.0,13.0,ORL,Keon Clark,UNLV,6,353,7971,2882,2096,322,.500,.053,.645,22.6,8.2,5.9,0.9,1998
14.0,14.0,HOU,Michael Dickerson,Arizona,5,212,7490,3257,609,553,.432,.402,.784,35.3,15.4,2.9,2.6,1998
15.0,15.0,ORL,Matt Harpring,Georgia Tech,11,665,17584,7645,3366,907,.481,.333,.753,26.4,11.5,5.1,1.4,1998
16.0,16.0,HOU,Bryce Drew,Valparaiso,6,243,3970,1081,295,524,.382,.371,.830,16.3,4.4,1.2,2.2,1998
17.0,17.0,MIN,Rasho Nesterović,,12,811,17983,5519,4143,836,.502,.077,.585,22.2,6.8,5.1,1.0,1998
18.0,18.0,HOU,Mirsad Türkcan,,1,17,90,33,33,5,.368,.000,.625,5.3,1.9,1.9,0.3,1998
19.0,19.0,MIL,Pat Garrity,Notre Dame,10,552,11062,4017,1457,443,.417,.398,.806,20.0,7.3,2.6,0.8,1998
20.0,20.0,ATL,Roshown McLeod,Duke,3,113,2130,817,308,124,.409,.111,.819,18.8,7.2,2.7,1.1,1998
21.0,21.0,CHH,Ricky Davis,Iowa,12,736,21927,9912,2550,2426,.446,.361,.781,29.8,13.5,3.5,3.3,1998
22.0,22.0,LAC,Brian Skinner,Baylor,14,608,10910,2876,2841,288,.494,.333,.566,17.9,4.7,4.7,0.5,1998
23.0,23.0,DEN,Tyronn Lue,Nebraska,11,554,12564,4710,943,1727,.437,.391,.829,22.7,8.5,1.7,3.1,1998
24.0,24.0,SAS,Felipe López,St. John's,4,249,4145,1448,604,252,.432,.327,.659,16.6,5.8,2.4,1.0,1998
25.0,25.0,IND,Al Harrington,,16,981,28009,13237,5482,1649,.444,.352,.727,28.6,13.5,5.6,1.7,1998
26.0,26.0,LAL,Sam Jacobson,Minnesota,3,68,752,283,80,36,.511,.360,.739,11.1,4.2,1.2,0.5,1998
27.0,27.0,SEA,Vladimir Stepania,,6,270,3726,1118,1180,94,.425,.133,.536,13.8,4.1,4.4,0.3,1998
28.0,28.0,CHI,Corey Benjamin,Oregon State,4,153,2191,835,259,143,.390,.289,.652,14.3,5.5,1.7,0.9,1998
29.0,29.0,UTA,Nazr Mohammed,Kentucky,18,1005,15891,5827,4708,375,.486,.000,.640,15.8,5.8,4.7,0.4,1998
30.0,30.0,DAL,Ansu Sesay,Ole Miss,4,127,1301,401,223,62,.434,.276,.640,10.2,3.2,1.8,0.5,1998
1.0,1.0,CHI,Elton Brand,Duke,17,1058,34910,16827,9040,2184,.500,.095,.736,33.0,15.9,8.5,2.1,1999
2.0,2.0,VAN,Steve Francis,Maryland,9,576,21632,10446,3215,3473,.429,.341,.797,37.6,18.1,5.6,6.0,1999
3.0,3.0,CHH,Baron Davis,UCLA,13,835,28592,13447,3183,6025,.409,.320,.711,34.2,16.1,3.8,7.2,1999
4.0,4.0,LAC,Lamar Odom,Rhode Island,14,961,32131,12781,8059,3554,.463,.312,.693,33.4,13.3,8.4,3.7,1999
5.0,5.0,TOR,Jonathan Bender,,8,262,3847,1453,582,170,.417,.340,.763,14.7,5.5,2.2,0.6,1999
6.0,6.0,MIN,Wally Szczerbiak,Miami University,10,651,20052,9195,2602,1532,.485,.406,.860,30.8,14.1,4.0,2.4,1999
7.0,7.0,WAS,Richard Hamilton,UConn,14,921,29559,15708,2852,3125,.449,.346,.852,32.1,17.1,3.1,3.4,1999
8.0,8.0,CLE,Andre Miller,Utah,17,1304,40268,16278,4795,8524,.461,.217,.807,30.9,12.5,3.7,6.5,1999
9.0,9.0,PHO,Shawn Marion,UNLV,16,1163,40097,17700,10101,2198,.484,.331,.810,34.5,15.2,8.7,1.9,1999
10.0,10.0,ATL,Jason Terry,Arizona,19,1410,42034,18881,3274,5415,.444,.380,.845,29.8,13.4,2.3,3.8,1999
11.0,11.0,CLE,Trajan Langdon,Duke,3,119,1738,647,159,152,.416,.396,.910,14.6,5.4,1.3,1.3,1999
12.0,12.0,TOR,Aleksandar Radojević,Barton County Community College,2,15,152,26,36,7,.308,,.625,10.1,1.7,2.4,0.5,1999
13.0,13.0,SEA,Corey Maggette,Duke,14,827,23358,13198,4022,1696,.453,.324,.822,28.2,16.0,4.9,2.1,1999
14.0,14.0,MIN,William Avery,Duke,3,142,1205,379,93,199,.330,.255,.714,8.5,2.7,0.7,1.4,1999
15.0,15.0,NYK,Frédéric Weis,,,,,,,,,,,,,,,1999
16.0,16.0,CHI,Metta World Peace,St. John's,17,991,31440,13058,4448,2631,.414,.339,.715,31.7,13.2,4.5,2.7,1999
17.0,17.0,ATL,Cal Bowdler,Old Dominion,3,142,1383,424,272,29,.404,.182,.768,9.7,3.0,1.9,0.2,1999
18.0,18.0,DEN,James Posey,Xavier,12,864,23260,7419,4061,1413,.410,.349,.820,26.9,8.6,4.7,1.6,1999
19.0,19.0,UTA,Quincy Lewis,Minnesota,4,159,1853,567,210,96,.397,.333,.710,11.7,3.6,1.3,0.6,1999
20.0,20.0,ATL,Dion Glover,Georgia Tech,6,294,6132,2407,897,455,.411,.317,.756,20.9,8.2,3.1,1.5,1999
21.0,21.0,GSW,Jeff Foster,Texas State University,13,764,15750,3747,5248,703,.497,.130,.615,20.6,4.9,6.9,0.9,1999
22.0,22.0,HOU,Kenny Thomas,New Mexico,11,632,17306,5876,4341,975,.465,.244,.699,27.4,9.3,6.9,1.5,1999
23.0,23.0,LAL,Devean George,Augsburg College,11,630,11682,3536,1975,543,.392,.343,.721,18.5,5.6,3.1,0.9,1999
24.0,24.0,UTA,Andrei Kirilenko,,13,797,23916,9431,4352,2169,.474,.310,.754,30.0,11.8,5.5,2.7,1999
25.0,25.0,MIA,Tim James,Miami (FL),3,43,261,68,46,11,.329,.333,.652,6.1,1.6,1.1,0.3,1999
26.0,26.0,IND,Vonteego Cummings,Pitt,3,199,3789,1381,373,534,.383,.321,.726,19.0,6.9,1.9,2.7,1999
27.0,27.0,ATL,Jumaine Jones,Georgia,8,471,9780,3325,1987,408,.424,.349,.704,20.8,7.1,4.2,0.9,1999
28.0,28.0,UTA,Scott Padgett,Kentucky,8,448,5613,1874,1227,325,.410,.373,.736,12.5,4.2,2.7,0.7,1999
29.0,29.0,SAS,Leon Smith,,2,15,104,33,33,3,.393,,.647,6.9,2.2,2.2,0.2,1999
30.0,30.0,LAL,John Celestand,Villanova,1,16,185,37,11,20,.333,.222,.833,11.6,2.3,0.7,1.3,1999
1.0,1.0,NJN,Kenyon Martin,Cincinnati,15,757,23134,9325,5159,1439,.483,.234,.629,30.6,12.3,6.8,1.9,2000
2.0,2.0,VAN,Stromile Swift,LSU,9,547,10804,4582,2535,275,.473,.074,.699,19.8,8.4,4.6,0.5,2000
3.0,3.0,LAC,Darius Miles,,7,446,11730,4507,2190,840,.472,.168,.590,26.3,10.1,4.9,1.9,2000
4.0,4.0,CHI,Marcus Fizer,Iowa State,6,289,6032,2782,1340,352,.435,.191,.691,20.9,9.6,4.6,1.2,2000
5.0,5.0,ORL,Mike Miller,Florida,17,1032,27812,10973,4376,2666,.459,.407,.769,26.9,10.6,4.2,2.6,2000
6.0,6.0,ATL,DerMarr Johnson,Cincinnati,7,344,5930,2121,769,304,.411,.336,.789,17.2,6.2,2.2,0.9,2000
7.0,7.0,CHI,Chris Mihm,Texas,8,436,8758,3262,2302,223,.459,.231,.704,20.1,7.5,5.3,0.5,2000
8.0,8.0,CLE,Jamal Crawford,Michigan,20,1327,38994,19419,2948,4541,.410,.348,.862,29.4,14.6,2.2,3.4,2000
9.0,9.0,HOU,Joel Przybilla,Minnesota,13,592,11733,2293,3665,256,.552,.000,.557,19.8,3.9,6.2,0.4,2000
10.0,10.0,ORL,Keyon Dooling,Missouri,13,728,14134,5067,964,1601,.416,.349,.799,19.4,7.0,1.3,2.2,2000
11.0,11.0,BOS,Jérôme Moïso,UCLA,5,145,1392,386,395,38,.489,.000,.593,9.6,2.7,2.7,0.3,2000
12.0,12.0,DAL,Etan Thomas,Syracuse,9,409,7084,2341,1927,149,.513,,.603,17.3,5.7,4.7,0.4,2000
13.0,13.0,ORL,Courtney Alexander,Fresno State,3,187,4067,1690,409,227,.422,.339,.813,21.7,9.0,2.2,1.2,2000
14.0,14.0,DET,Mateen Cleaves,Michigan State,6,167,1863,609,175,310,.389,.267,.728,11.2,3.6,1.0,1.9,2000
15.0,15.0,MIL,Jason Collier,Georgia Tech,5,151,2178,841,443,51,.455,.350,.738,14.4,5.6,2.9,0.3,2000
16.0,16.0,SAC,Hedo Türkoğlu,,15,997,26695,11022,3971,2832,.426,.384,.784,26.8,11.1,4.0,2.8,2000
17.0,17.0,SEA,Desmond Mason,Oklahoma State,10,643,19641,7767,2863,1049,.449,.260,.740,30.5,12.1,4.5,1.6,2000
18.0,18.0,LAC,Quentin Richardson,DePaul,13,783,20785,8032,3666,1138,.397,.355,.718,26.5,10.3,4.7,1.5,2000
19.0,19.0,CHH,Jamaal Magloire,Kentucky,12,680,14621,4917,4408,386,.480,.000,.639,21.5,7.2,6.5,0.6,2000
20.0,20.0,PHI,Speedy Claxton,Hofstra,7,334,8548,3096,830,1441,.409,.193,.762,25.6,9.3,2.5,4.3,2000
21.0,21.0,TOR,Morris Peterson,Michigan State,11,711,19366,7628,2483,1090,.418,.373,.773,27.2,10.7,3.5,1.5,2000
22.0,22.0,NYK,Donnell Harvey,Florida,5,205,3318,1150,827,161,.460,.100,.659,16.2,5.6,4.0,0.8,2000
23.0,23.0,UTA,DeShawn Stevenson,,13,824,18396,5930,1832,1355,.406,.340,.698,22.3,7.2,2.2,1.6,2000
24.0,24.0,CHI,Dalibor Bagarić,,3,95,973,251,238,37,.361,.000,.559,10.2,2.6,2.5,0.4,2000
25.0,25.0,PHO,Jake Tsakalidis,,7,315,5005,1497,1238,101,.490,.000,.657,15.9,4.8,3.9,0.3,2000
26.0,26.0,DEN,Mamadou N'Diaye,Auburn,5,69,858,262,225,8,.427,.000,.736,12.4,3.8,3.3,0.1,2000
